course_id,course_title,url,is_paid,price,num_subscribers,num_reviews,num_lectures,level,content_duration
1170894,Electrodynamics: Analysis of Electric Fields,https://www.coursera.org/learn/electrodynamics-analysis-of-electric-fields,TRUE,95,1165,21,41,Intermediate,2.5 hours
948974,The Music of American English Pronunciation,https://www.coursera.org/learn/american-english-pronunciation-music,TRUE,200,1843,171,35,Beginner,1.5 hours
380970,Fundamentals of Management,https://www.coursera.org/learn/fundamentals-of-management,TRUE,45,8797,449,80,Beginner,6.5 hours
1217778,Advanced Speaking and Listening Project,https://www.coursera.org/learn/speaking-listening-capstone,TRUE,200,1030,11,22,Advanced,2 hours
1246208,Hybrid Cloud Service Mesh with Anthos,https://www.coursera.org/learn/hybrid-cloud-service-mesh-anthos,TRUE,200,1041,12,28,Beginner,1.5 hours
434774,Dealing With Missing Data,https://www.coursera.org/learn/missing-data,TRUE,195,7884,118,68,Advanced,10 hours
308690,COBOL Programming with VSCode,https://www.coursera.org/learn/cobol-programming-vscode,TRUE,195,16900,2476,52,Beginner,5.5 hours
888716,Cryptography and Hashing Overview,https://www.coursera.org/learn/crypto-hashing,TRUE,200,11441,1118,61,Conversant,4.5 hours
321410,Postman - Intro to APIs (without coding),https://www.coursera.org/learn/laura-gemmell-intro-postman-apis,TRUE,195,22257,2697,138,Beginner,7.5 hours
965832,Protecting Business Innovations via Patent,https://www.coursera.org/learn/protect-business-innovations-patent,TRUE,195,8575,809,110,Beginner,5.5 hours
648826,"Real-time OCR and Text Detection with Tensorflow, OpenCV and Tesseract",https://www.coursera.org/learn/ocr-text-detection-tensorflow-opencv-tesseract,TRUE,195,24481,2347,174,Beginner,10 hours
1035472,Global Strategy I: How The Global Economy Works,https://www.coursera.org/learn/global-strategy,TRUE,195,3811,278,103,Advanced,6.5 hours
1154754,Disability Inclusion in Education: Building Systems of Support,https://www.coursera.org/learn/disability-inclusion-education,TRUE,195,4991,137,79,Intermediate,11.5 hours
627540,Introduction to Cybersecurity Tools & Cyber Attacks,https://www.coursera.org/learn/introduction-cybersecurity-cyber-attacks,TRUE,115,7489,1190,25,Beginner,1 hour
301442,Introduction to Cybersecurity Tools & Cyber Attacks,https://www.coursera.org/learn/introduction-cybersecurity-cyber-attacks,TRUE,200,20195,1113,227,Beginner,16 hours
640100,"Fundamentals of Funding, with Goldman Sachs 10,000 Women",https://www.coursera.org/learn/10k-women-9,TRUE,150,10042,594,43,Beginner,3 hours
1247394,Foundations of Objective-C App Development,https://www.coursera.org/learn/objective-c,TRUE,95,367,42,35,Beginner,5 hours
260470,Programming Mobile Applications for Android Handheld Systems: Part 2,https://www.coursera.org/learn/android-programming-2,TRUE,200,10603,872,42,Advanced,5.5 hours
1214702,Analyzing Market Attractiveness Using Creately,https://www.coursera.org/learn/analyzing-market-attractiveness-creately,TRUE,190,1197,11,46,Beginner,5 hours
848664,Personal Leadership Development Planning and Leading High Performing Teams,https://www.coursera.org/learn/leadership-development-planning,TRUE,150,2893,65,62,Advanced,2 hours
1142570,Integrating Scripts for Scene Interactions,https://www.coursera.org/learn/integrating-scripts-for-scene-interactions,TRUE,200,1580,12,53,Advanced,2 hours
325834,Voices of Social Change,https://www.coursera.org/learn/voicesofsocialchange,TRUE,95,10605,71,77,Beginner,3 hours
411168,"Managing Asthma, Allergies, Diabetes, and Seizures in School",https://www.coursera.org/learn/managing-asthma-allergies-diabetes-and-seizures-in-school,TRUE,125,2996,200,23,Beginner,2 hours
885974,Global Challenges in Business Capstone,https://www.coursera.org/learn/global-challenges-business-capstone,TRUE,30,6219,23,20,Advanced,1 hour
1151092,Severe to Profound Intellectual Disability: Circles of Care and Education,https://www.coursera.org/learn/intellectual-disability-care-education,TRUE,200,1113,11,17,Intermediate,1.5 hours
358326,Teaching Children with Visual Impairment: Creating Empowering Classrooms,https://www.coursera.org/learn/teach-children-with-visual-impairment,TRUE,60,8314,83,47,Beginner,4 hours
153210,Intercultural Communication and Conflict Resolution,https://www.coursera.org/learn/intercultural-communication,TRUE,200,5572,123,33,Advanced,5.5 hours
834836,Prediction and Control with Function Approximation,https://www.coursera.org/learn/prediction-control-function-approximation,TRUE,145,1433,169,15,Beginner,1 hour
1171994,Advanced Neurobiology I,https://www.coursera.org/learn/Advanced-neurobiology1,TRUE,20,936,6,11,Beginner,1.5 hours
1239068,Foundations of Teaching for Learning: Introduction,https://www.coursera.org/learn/teaching,TRUE,200,658,2,19,Intermediate,1 hour
985922,Change Leadership: Developing Force Field Analysis in Miro,https://www.coursera.org/learn/change-force-analysis,TRUE,105,8121,689,40,Advanced,3.5 hours
765562,Lesson | Telephone Language,https://www.coursera.org/learn/lesson-telephone-language,TRUE,60,4187,600,79,Not Calibrated,9 hours
165964,Python Tricks and Hacks for Productivity,https://www.coursera.org/learn/python-hacks,TRUE,155,9445,497,38,Advanced,4.5 hours
855172,Privacy in the USA,https://www.coursera.org/learn/privacy-laws-us,TRUE,200,3255,340,102,Advanced,8.5 hours
258232,Japanese for beginners 2,https://www.coursera.org/learn/japanese-2,TRUE,185,7941,713,40,Beginner,6.5 hours
994754,Introduction to Recommender Systems:  Non-Personalized and Content-Based,https://www.coursera.org/learn/recommender-systems-introduction,TRUE,150,1680,158,76,Beginner,5.5 hours
43319,Global Disease Masterclass: Global Disease Distribution,https://www.coursera.org/learn/global-disease-distribution,TRUE,180,10100,985,45,Beginner,11 hours
408440,Age of Cathedrals,https://www.coursera.org/learn/age-of-cathedrals,TRUE,125,5050,461,26,Intermediate,1.5 hours
918688,Smart Contracts,https://www.coursera.org/learn/smarter-contracts,TRUE,200,2310,162,26,Advanced,3.5 hours
308694,Create an FPS Weapon in Unity (Part 1 - Revolver),https://www.coursera.org/learn/create-fps-weapon-unity-revolver,TRUE,185,5528,506,32,Advanced,3 hours
199450,Homeland Security and Cybersecurity Future,https://www.coursera.org/learn/homeland-security-cybersecurity-future,TRUE,125,6451,237,28,Intermediate,5 hours
401784,Healthcare Consumerism and Implication for Care Delivery,https://www.coursera.org/learn/healthcareconsumerism,TRUE,95,12394,218,30,Intermediate,2.5 hours
1122792,Magna Carta and its Legacies: Freedom and protest,https://www.coursera.org/learn/magna-carta,TRUE,200,1793,18,15,Intermediate,1 hour
709500,Converter Circuits,https://www.coursera.org/learn/converter-circuits,TRUE,20,3223,240,23,Advanced,1 hour
285638,Predictive Modeling and Analytics,https://www.coursera.org/learn/predictive-modeling-analytics,TRUE,60,16385,273,45,Advanced,3 hours
1135126,Animals and Institutions,https://www.coursera.org/learn/animals-institutions,TRUE,200,1487,16,18,Beginner,2 hours
834558,ART of the MOOC: Public Art and Pedagogy,https://www.coursera.org/learn/public-art-pedagogy,TRUE,200,2951,232,60,Not Calibrated,4 hours
551968,Genetics and Society: A Course for Educators,https://www.coursera.org/learn/genetics-society,TRUE,120,2697,331,15,Intermediate,1 hour
1005658,Russian History: from Lenin to Putin,https://www.coursera.org/learn/russian-history-lenin-putin,TRUE,150,3979,40,39,Intermediate,5 hours
746432,Packet Switching Networks and Algorithms,https://www.coursera.org/learn/packet-switching-networks-algorithms,TRUE,25,3190,244,45,Advanced,4 hours
1057242,Transgender Medicine for General Medical Providers,https://www.coursera.org/learn/transgender-medicine,TRUE,200,1406,71,54,Intermediate,1.5 hours
284118,Epigenetic Control of Gene Expression,https://www.coursera.org/learn/epigenetics,TRUE,160,4252,225,24,Beginner,2 hours
302562,Successful Interviewing,https://www.coursera.org/learn/successful-interviewing,TRUE,20,11958,370,134,Advanced,11.5 hours
596598,The hidden value � Lean in manufacturing and services,https://www.coursera.org/learn/lean-manufacturing-services,TRUE,95,7743,340,33,Intermediate,1.5 hours
860890,Mastering SQL Joins,https://www.coursera.org/learn/mastering-sql-joins,TRUE,50,2134,55,5,Advanced,1 hour
951050,Create a Database with the Modeling Tool in MySQL Workbench,https://www.coursera.org/learn/create-database-with-modeling-tool-mysql-workbench,TRUE,200,1214,69,20,Intermediate,1.5 hours
796450,Project Planning and Machine Learning,https://www.coursera.org/learn/industrial-iot-project-planning-machine-learning,TRUE,20,3870,53,10,Beginner,1 hour
502772,Build Random Forests in R with Azure ML Studio,https://www.coursera.org/learn/azure-machine-learning-studio-random-forests,TRUE,200,2146,212,49,Beginner,4.5 hours
1102462,"Introduction to CAD, CAM, and Practical CNC Machining",https://www.coursera.org/learn/introduction-cad-cam-practical-cnc-machining,TRUE,195,484,57,19,Beginner,1 hour
1062092,Problem Solving Using Computational Thinking,https://www.coursera.org/learn/compthinking,TRUE,200,1057,15,14,Beginner,1.5 hours
891484,"Surveillance Systems: Analysis, Dissemination, and Special Systems",https://www.coursera.org/learn/epidemiology-surveillance-systems-analysis,TRUE,20,1754,100,49,Intermediate,2.5 hours
1217064,Control physics with C# in Unity,https://www.coursera.org/learn/controlling-physics-c-sharp-unity,TRUE,20,1239,5,6,Beginner,42 mins
382204,Create Relational Database Tables Using SQLiteStudio,https://www.coursera.org/learn/create-relational-database-table-sqlitestudio,TRUE,95,2493,276,108,Beginner,9.5 hours
1259560,Spacecraft Dynamics Capstone: Mars Mission,https://www.coursera.org/learn/capstone-mars-mission,TRUE,30,1000,11,0,Advanced,218 questions
308696,Guided Imagery,https://www.coursera.org/learn/guided-imagery,TRUE,150,2602,402,57,Intermediate,5 hours
1270254,Making Architecture,https://www.coursera.org/learn/making-architecture,TRUE,30,999,3,0,Intermediate,18 questions
474928,Building Resilient Streaming Analytics Systems on GCP,https://www.coursera.org/learn/streaming-analytics-systems-gcp,TRUE,40,2000,30,9,Advanced,1 hour
1148774,Types of Conflict,https://www.coursera.org/learn/types-of-conflict,FALSE,0,1514,66,11,Intermediate,33 mins
959144,Product Design: Designing a modern table lamp using SketchUp,https://www.coursera.org/learn/product-design-designing-a-modern-table-lamp-using-sketchup,TRUE,20,1361,1,14,Beginner,3 hours
1233350,Beyond the Sustainable Development Goals (SDGs): Addressing Sustainability and Development,https://www.coursera.org/learn/beyond-the-sustainable-development-goals-addressing-sustainability-and-development,TRUE,100,61,18,30,Beginner,1.5 hours
572744,The New Nordic Diet - from Gastronomy to Health,https://www.coursera.org/learn/new-nordic-diet,TRUE,75,1513,31,60,Beginner,5.5 hours
724062,Voice Disorders: What Patients and Professionals Need to Know,https://www.coursera.org/learn/voice-disorders,TRUE,20,1374,19,9,Intermediate,2 hours
474212,Teaching Tips for Tricky English Grammar,https://www.coursera.org/learn/teaching-common-grammar-mistakes,TRUE,40,2103,15,6,Intermediate,1.5 hours
771276,"Learn to Teach Java:   Boolean Expressions, If Statements, and Iteration",https://www.coursera.org/learn/teach-java-boolean-expressions-if-statements-iteration,TRUE,20,1480,25,25,Advanced,1.5 hours
388164,Business Writing,https://www.coursera.org/learn/writing-for-business,TRUE,25,2516,12,20,Beginner,1.5 hours
133536,Cyber Threats and Attack Vectors,https://www.coursera.org/learn/cyber-threats-attack-vectors,FALSE,0,50855,2698,15,Intermediate,1.5 hours
655300,Build a Table Layout App in Android Studio,https://www.coursera.org/learn/build-table-layout-app-android-studio,TRUE,50,1971,13,20,Beginner,1.5 hours
949504,Introduction to Genomic Technologies,https://www.coursera.org/learn/introduction-genomics,TRUE,200,837,9,19,Conversant,1 hour
265960,Designing for Sustainment: Keeping Improvement Work on Track (Patient Safety IV),https://www.coursera.org/learn/patient-safety-sustainment,FALSE,0,17160,620,23,Intermediate,1 hour
680044,Big data and Language 2,https://www.coursera.org/learn/big-data-language-2,TRUE,195,1723,38,24,Advanced,1 hour
923616,Understanding the Australian economy: An introduction to macroeconomic and financial policies,https://www.coursera.org/learn/australian-economy,FALSE,0,6811,151,51,Intermediate,2 hours
741898,Bayesian Statistics: Mixture Models,https://www.coursera.org/learn/mixture-models,TRUE,20,2060,17,30,Beginner,4.5 hours
381330,Networking and Security in iOS Applications,https://www.coursera.org/learn/security,TRUE,150,2318,19,16,Advanced,5 hours
545918,Improving Math Engagement with Prodigy,https://www.coursera.org/learn/teaching-prodigy,TRUE,95,2153,14,13,Beginner,1.5 hours
191854,Molecular Evolution (Bioinformatics IV),https://www.coursera.org/learn/molecular-evolution,FALSE,0,19339,794,9,Advanced,2 hours
471546,Exception Handling in Python,https://www.coursera.org/learn/exception-handling-in-python,TRUE,20,3177,8,8,Beginner,1 hour
866584,FinTech Foundations and Overview,https://www.coursera.org/learn/fintech,TRUE,150,1535,16,462,Intermediate,62 hours
889824,Information & Digital Literacy for University Success,https://www.coursera.org/learn/digital-literacy,TRUE,20,1027,29,25,Beginner,1.5 hours
1191504,Improving Classroom Management with Class Dojo,https://www.coursera.org/learn/improving-classroom-management-classdojo,TRUE,25,307,8,5,Beginner,8 mins
585752,Managing Big Data with MySQL,https://www.coursera.org/learn/analytics-mysql,TRUE,150,2096,48,29,Beginner,41 mins
671578,"Risk, Return & Valuation",https://www.coursera.org/learn/risk-return-and-valuation,TRUE,50,1315,48,59,Beginner,2.5 hours
151668,Managing Employee Performance,https://www.coursera.org/learn/employee-performance,FALSE,0,29167,1463,8,Beginner,1.5 hours
1105344,Channel Management and Retailing,https://www.coursera.org/learn/channel-management,TRUE,50,1056,1,42,Beginner,3 hours
44836,Entrepreneurship II: Preparing for Launch,https://www.coursera.org/learn/entrepreneurship-2,TRUE,180,2212,194,24,Advanced,4.5 hours
840300,World Design for Video Games,https://www.coursera.org/learn/video-game-world,TRUE,50,2946,6,284,Advanced,31.5 hours
1100054,Mathematics for Machine Learning: Linear Algebra,https://www.coursera.org/learn/linear-algebra-machine-learning,TRUE,100,271,48,47,Beginner,3.5 hours
421054,Free Speech on Campus Teach-Out,https://www.coursera.org/learn/free-speech-on-campus,TRUE,25,3771,10,35,Beginner,2.5 hours
528784,Real-Time Embedded Systems Concepts and Practices,https://www.coursera.org/learn/real-time-embedded-systems-concepts-practices,TRUE,200,3143,11,39,Advanced,3 hours
637430,Create a Virtual Classroom using Google Slides,https://www.coursera.org/learn/virtual-classroom-google-slides,TRUE,20,1951,30,20,Intermediate,33 mins
236080,Security and Privacy for Big Data - Part 1,https://www.coursera.org/learn/security-privacy-big-data,TRUE,90,4022,35,14,Beginner,1 hour
777444,"Disinformation, Misinformation, and Fake News Teach-Out",https://www.coursera.org/learn/disinformation-misinformation-fake-news,FALSE,0,11724,649,17,Beginner,1.5 hours
474238,Teaching Intermediate Grammar Project,https://www.coursera.org/learn/teaching-english-grammar-project,TRUE,20,2283,54,16,Advanced,2 hours
1245244,Introduction to Acoustics (Part 2),https://www.coursera.org/learn/intro-to-acoustics-2,TRUE,35,1181,1,18,Beginner,1 hour
1051570,Qualitative Research Methods,https://www.coursera.org/learn/qualitative-methods,TRUE,50,1852,3,14,Advanced,2.5 hours
262370,The Rooseveltian Century,https://www.coursera.org/learn/roosevelt,TRUE,100,4661,187,20,Advanced,1 hour
1188178,Analysis for Business Systems,https://www.coursera.org/learn/analysis-for-business-systems,TRUE,50,989,9,11,Beginner,1 hour
824592,Implementing SOLID Principles in C# with .NET Core,https://www.coursera.org/learn/solid-principles-in-c-sharp,TRUE,20,5841,16,28,Intermediate,1.5 hours
1147458,"History of Rock, Part Two",https://www.coursera.org/learn/history-of-rock-2,TRUE,200,1087,14,61,Intermediate,9.5 hours
1243448,Device-based Models with TensorFlow Lite,https://www.coursera.org/learn/device-based-models-tensorflow,TRUE,200,611,4,26,Beginner,1 hour
730414,Wireshark for Basic Network Security Analysis,https://www.coursera.org/learn/wireshark-for-network-security,TRUE,60,1922,149,15,Beginner,20 hours
252396,Advanced Practice Provider/Physician Assistant: Opioid Use Disorder Medication Assisted Treatment Waiver Training (24hr),https://www.coursera.org/learn/opioid-mgmt,TRUE,150,9015,65,23,Beginner,2.5 hours
1198166,Setting Expectations & Assessing Performance Issues,https://www.coursera.org/learn/coaching-expectations-performance,TRUE,20,661,4,12,Intermediate,1 hour
920604,Tracking Student Growth using Google Slides,https://www.coursera.org/learn/teaching-student-growth-slides,TRUE,105,1077,110,55,Beginner,6 hours
215728,The Teacher's Social and Emotional Learning,https://www.coursera.org/learn/teachers-social-emotional-learning,TRUE,20,6050,140,17,Intermediate,1.5 hours
722174,Beyond Silicon Valley: Growing Entrepreneurship in Transitioning Economies,https://www.coursera.org/learn/entrepreneurship-development,TRUE,150,3523,46,45,Advanced,4 hours
48841,The fundamentals of hotel distribution,https://www.coursera.org/learn/hotel-distribution,FALSE,0,56659,4397,16,Intermediate,1.5 hours
907444,Marketing in a Digital World,https://www.coursera.org/learn/marketing-digital,TRUE,100,1444,101,59,Conversant,5 hours
317030,Bugs 101: Insect-Human Interactions,https://www.coursera.org/learn/bugs-101,TRUE,60,2900,424,36,Intermediate,2.5 hours
891490,Analyze Website Visitors with Google Analytics Segments,https://www.coursera.org/learn/analyze-visitors-google-analytics-segments,TRUE,200,1437,96,34,Beginner,2.5 hours
1070886,Scandinavian Film and Television,https://www.coursera.org/learn/scandinavian-movies-tv,TRUE,200,453,42,33,Intermediate,3 hours
812616,Modern American Poetry,https://www.coursera.org/learn/modern-american-poetry,TRUE,20,2437,12,23,Intermediate,1.5 hours
407984,"Textual Elements of Design: Fonts, Typography, and Spacing",https://www.coursera.org/learn/fonts-typography-spacing,TRUE,30,5057,142,13,Beginner,1 hour
214046,Marketing Analytics Capstone Project,https://www.coursera.org/learn/marketing-analytics-project,TRUE,95,6092,25,29,Advanced,1.5 hours
512400,Tell the Data Story with Survey Graphics in Google Slides,https://www.coursera.org/learn/tell-the-data-story-with-survey-graphics-in-google-slides,TRUE,95,4530,13,31,Advanced,1.5 hours
377370,"Musicianship: Tensions, Harmonic Function, and Modal Interchange",https://www.coursera.org/learn/musicianship-harmony,TRUE,60,6967,16,34,Advanced,1 hour
1175694,User Experience Responsive Hero in XD for Beginners,https://www.coursera.org/learn/xd-responsive-hero-beginners,TRUE,20,727,11,25,Beginner,3 hours
945750,"Internet History, Technology, and Security",https://www.coursera.org/learn/internet-history,TRUE,20,1560,43,25,Beginner,3 hours
1085580,Securing Digital Democracy,https://www.coursera.org/learn/digital-democracy,TRUE,200,1047,9,46,Advanced,3.5 hours
1188410,Guided Imagery,https://www.coursera.org/learn/guided-imagery,TRUE,125,1045,2,17,Intermediate,1 hour
402836,Teach English Now! Capstone Project 1,https://www.coursera.org/learn/teaching-english-capstone,TRUE,200,3050,86,22,Advanced,2 hours
588764,Teach English Now! Capstone Project 1,https://www.coursera.org/learn/teaching-english-capstone,TRUE,200,2988,21,43,Advanced,4.5 hours
576946,Our Energy Future,https://www.coursera.org/learn/future-of-energy,TRUE,35,2623,158,20,Beginner,1 hour
543242,"Penetration Testing, Incident Response and Forensics",https://www.coursera.org/learn/ibm-penetration-testing-incident-response-forensics,TRUE,200,1924,351,544,Beginner,46.5 hours
502240,Building Resilient Streaming Analytics Systems on GCP,https://www.coursera.org/learn/streaming-analytics-systems-gcp,TRUE,200,3804,267,66,Advanced,5 hours
598266,Web Application Development with JavaScript and MongoDB,https://www.coursera.org/learn/web-application-development,TRUE,120,4133,15,36,Advanced,4 hours
814068,Teaching Impacts of Technology: Global Society,https://www.coursera.org/learn/teach-impacts-technology-global-society,TRUE,195,1420,70,29,Advanced,2.5 hours
1076920,Subsistence Marketplaces,https://www.coursera.org/learn/subsistence-marketplaces,TRUE,125,1120,6,43,Advanced,3 hours
1103272,Introduction to Game Design,https://www.coursera.org/learn/game-design,TRUE,200,668,12,22,Advanced,1 hour
441112,Business Process Management in Healthcare Organizations,https://www.coursera.org/learn/business-process-management-in-healthcare-organizations,TRUE,25,4086,31,14,Beginner,1.5 hours
1022108,Career Planning:  A Pathway to Employment,https://www.coursera.org/learn/career-planning,TRUE,200,1033,10,29,Beginner,2 hours
1028030,Marketing Strategy for Entrepreneurs,https://www.coursera.org/learn/marketing-strategy-entrepreneurs,TRUE,20,832,34,34,Advanced,1.5 hours
1018380,"Sleep: Neurobiology, Medicine, and Society",https://www.coursera.org/learn/sleep,TRUE,195,677,45,40,Intermediate,4.5 hours
575676,Building Containerized Applications on AWS,https://www.coursera.org/learn/containerized-apps-on-aws,TRUE,20,3125,54,13,Beginner,2 hours
1105216,Engagement & Nurture Marketing Strategies,https://www.coursera.org/learn/nurture-market-strategies,TRUE,50,1081,6,21,Beginner,1.5 hours
936328,When Disaster Meets Conflict,https://www.coursera.org/learn/whendisastermeetsconflict,TRUE,200,1645,25,42,Beginner,2 hours
43441,Introduction to Git and GitHub,https://www.coursera.org/learn/introduction-git-github,TRUE,120,3348,352,13,Advanced,3 hours
1103718,Palo Alto Networks Cybersecurity Essentials II,https://www.coursera.org/learn/cybersecurity-essentials-2,TRUE,200,939,7,19,Advanced,1.5 hours
584410,Introduction to the Internet of Things and Embedded Systems,https://www.coursera.org/learn/iot,TRUE,200,2115,59,88,Beginner,5.5 hours
625568,Using Python to Interact with the Operating System,https://www.coursera.org/learn/python-operating-system,TRUE,45,2230,102,10,Advanced,1.5 hours
297742,Portfolio Optimization using Markowitz Model,https://www.coursera.org/learn/portfolio-optimization-markowitz-model,TRUE,50,2053,234,44,Beginner,5.5 hours
24877,Securing and Integrating Components of your Application,https://www.coursera.org/learn/securing-integrating-components-app,TRUE,80,1793,265,54,Beginner,10 hours
1188742,Construction Finance,https://www.coursera.org/learn/construction-finance,FALSE,0,3775,138,11,Beginner,2 hours
597716,The Finite Element Method for Problems in Physics,https://www.coursera.org/learn/finite-element-method,TRUE,200,521,67,24,Beginner,3 hours
415802,Russian company law. Formation of legal entities.,https://www.coursera.org/learn/formation-of-legal-entities,TRUE,20,2222,9,12,Intermediate,42 mins
323950,Forensic Accounting and Fraud Examination,https://www.coursera.org/learn/forensic-accounting,TRUE,50,1097,252,10,Beginner,1 hour
488818,Data Analytics Foundations for Accountancy I,https://www.coursera.org/learn/data-analytics-accountancy-1,TRUE,200,2506,21,76,Advanced,6 hours
610890,Complex Retrieval Queries in MySQL Workbench,https://www.coursera.org/learn/complex-retrieval-queries-in-mysql-workbench,TRUE,120,975,23,23,Beginner,1 hour
638980,Standardisation & Technology,https://www.coursera.org/learn/standardisation,TRUE,145,1398,15,26,Advanced,1.5 hours
599684,Precalculus: Mathematical Modeling,https://www.coursera.org/learn/precalculus-mathematical-modelling,TRUE,195,1096,24,24,Advanced,1.5 hours
332848,Account Management & Sales Force Design,https://www.coursera.org/learn/account-management,TRUE,200,1703,59,25,Advanced,2 hours
354324,Business Implications of AI: A Nano-course,https://www.coursera.org/learn/business-implications-ai-nano-course,TRUE,45,1446,23,27,Conversant,5 hours
379682,Taxation of Business Entities II: Pass-Through Entities,https://www.coursera.org/learn/taxation-business-entities-part-2,TRUE,20,2736,3,8,Advanced,1.5 hours
319020,Cancer Prevention Web-Based Activity,https://www.coursera.org/learn/prevent-cancer,TRUE,200,2000,31,34,Beginner,4.5 hours
713258,Engineering Design Process with Autodesk Fusion 360,https://www.coursera.org/learn/engineering-design-process-fusion-360,TRUE,75,853,45,48,Advanced,4.5 hours
537884,Genomics for Law,https://www.coursera.org/learn/genomics-for-law,TRUE,20,3094,2,22,Intermediate,3.5 hours
919906,Master Class for Corporate Entrepreneurs,https://www.coursera.org/learn/corporate-entrepreneurship-project,FALSE,0,4077,281,20,Beginner,1.5 hours
46010,AWS Elastic Beanstalk:Deploy a Python(Flask) Web Application,https://www.coursera.org/learn/python-aws-elastic-beanstalk-web-application,TRUE,20,4117,54,5,Beginner,1 hour
777932,"Fundamentals of Business Finance, with Goldman Sachs 10,000 Women",https://www.coursera.org/learn/10k-women-2,TRUE,20,1369,17,31,Beginner,1.5 hours
